Education,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,NumWebVisitsMonth,Complain,Response,Age,Relationship_Status,Children,Total_Household,Parent,Frequency,Monetary,Avg_Purchase_Value,Loyalty,Income_per_Household_Member,High_Spender,Promo_Responsive,Preferred_Category,Engagement_Score
Post-Grad,3734,292,3,77,10,3,26,7,0,0,59,Attached,3,5,1,21,411.0,19.571428571428573,1,11392.4,1,0,Wines,0
Graduate,3913,412,22,132,59,28,183,4,0,0,33,Attached,0,2,0,26,836.0,32.15384615384615,1,44945.5,1,1,Wines,1
Post-Grad,3748,8,0,3,0,0,0,5,0,0,75,Single,2,3,1,4,11.0,2.75,0,11982.0,0,0,Wines,0
Post-Grad,4164,349,4,78,6,0,43,8,0,0,71,Attached,2,4,1,23,480.0,20.869565217391305,1,13398.25,1,0,Wines,0
Graduate,3855,328,9,124,12,24,109,3,0,0,46,Attached,2,4,1,23,606.0,26.347826086956523,1,16593.25,1,0,Wines,0
Post-Grad,3729,144,2,99,7,2,30,8,0,0,76,Single,3,4,1,16,284.0,17.75,1,11268.0,0,0,Wines,0
Graduate,3736,1126,28,211,37,28,42,5,0,0,51,Single,2,3,1,14,1472.0,105.14285714285714,0,29898.0,1,1,Wines,2
Graduate,3534,967,0,617,43,50,0,2,0,1,75,Attached,0,2,0,26,1677.0,64.5,1,36012.5,1,1,Wines,3
Graduate,3930,432,79,341,177,136,170,4,0,0,51,Attached,1,3,1,19,1335.0,70.26315789473684,1,22477.333333333332,1,0,Wines,0
Post-Grad,3499,138,39,63,55,18,21,2,0,0,72,Attached,1,3,1,13,334.0,25.692307692307693,0,23515.0,0,0,Wines,0
Pre-Grad,3941,0,0,1,7,4,6,7,0,0,35,Attached,1,3,1,4,18.0,4.5,0,5829.0,0,0,Fish,0
Graduate,4162,509,133,497,78,24,97,4,0,0,55,Attached,1,3,1,20,1338.0,66.9,1,20960.666666666668,1,0,Wines,0
Post-Grad,3936,948,10,86,13,21,21,5,0,0,71,Single,1,2,1,30,1099.0,36.63333333333333,1,32054.0,1,0,Wines,0
Post-Grad,3953,39,2,25,4,3,24,8,0,0,68,Attached,2,4,1,8,97.0,12.125,0,8735.25,0,0,Wines,0
Post-Grad,3652,28,1,21,3,0,10,5,0,0,74,Single,3,4,1,9,63.0,7.0,0,12191.75,0,0,Wines,0
Pre-Grad,3805,13,11,24,13,8,40,6,0,0,46,Attached,1,3,1,9,109.0,12.11111111111111,0,12900.666666666666,0,0,Gold,0
Graduate,3628,307,26,360,138,31,40,3,0,0,60,Attached,0,2,0,21,902.0,42.95238095238095,1,41112.0,1,1,Meat,0
Graduate,3886,901,31,345,75,31,191,1,0,0,72,Attached,0,2,0,20,1574.0,78.7,1,41922.0,1,1,Wines,1
Pre-Grad,3675,2,5,12,4,8,7,5,0,0,49,Attached,1,3,1,9,38.0,4.222222222222222,0,5667.666666666667,0,0,Meat,0
Graduate,3585,283,17,372,138,106,44,1,0,0,29,Single,0,1,0,24,960.0,40.0,1,71163.0,1,0,Meat,0
Graduate,3760,4,3,7,0,3,11,7,0,0,54,Single,1,2,1,4,28.0,7.0,0,16848.5,0,1,Gold,1
Pre-Grad,3624,769,80,252,15,34,65,6,0,1,70,Attached,0,2,0,28,1215.0,43.392857142857146,1,31782.0,1,1,Wines,2
Post-Grad,3653,518,42,742,55,56,84,2,0,0,52,Attached,0,2,0,22,1497.0,68.04545454545455,1,41721.5,1,0,Meat,0
Post-Grad,3742,350,8,66,17,4,4,3,0,0,66,Attached,1,3,1,17,449.0,26.41176470588235,1,17172.666666666668,1,0,Wines,0
Graduate,3659,445,53,213,104,98,151,4,0,0,49,Single,1,2,1,24,1064.0,44.333333333333336,1,29165.0,1,0,Wines,0
Graduate,3959,778,178,689,41,27,44,8,0,1,55,Attached,0,2,0,25,1757.0,70.28,1,40476.0,1,1,Wines,3
Graduate,3531,709,93,374,104,80,80,3,0,0,45,Attached,0,2,0,21,1440.0,68.57142857142857,1,37753.5,1,0,Wines,0
Pre-Grad,3978,359,35,314,93,116,89,4,0,0,46,Attached,0,2,0,24,1006.0,41.916666666666664,1,31927.5,1,0,Wines,0
Post-Grad,4160,799,12,375,16,12,12,6,0,1,52,Attached,1,3,1,23,1226.0,53.30434782608695,1,20740.0,1,0,Wines,1
Graduate,3756,895,10,101,13,0,152,8,0,0,60,Attached,1,3,1,20,1171.0,58.55,1,19504.0,1,0,Wines,0
Post-Grad,3944,40,2,23,0,4,23,4,0,0,45,Attached,1,3,1,8,92.0,11.5,0,13554.0,0,0,Wines,0
Post-Grad,3557,76,0,7,0,0,16,5,0,0,65,Attached,1,3,1,8,99.0,12.375,0,12943.0,0,0,Wines,0
Pre-Grad,3742,11,5,22,12,5,11,7,0,0,43,Attached,1,3,1,8,66.0,8.25,0,11841.0,0,0,Meat,0
Graduate,3539,245,16,223,21,43,16,6,0,0,57,Single,2,3,1,19,564.0,29.68421052631579,1,26382.0,1,0,Wines,0
Post-Grad,3717,647,107,391,175,67,40,3,0,0,36,Attached,0,2,0,21,1427.0,67.95238095238095,1,39142.5,1,0,Wines,0
Post-Grad,3888,39,1,9,2,1,34,7,0,1,46,Single,1,2,1,6,86.0,14.333333333333334,0,15813.0,0,1,Wines,2
Graduate,3511,203,35,305,46,17,227,1,0,0,72,Single,0,1,0,19,833.0,43.8421052631579,1,75127.0,1,0,Meat,0
Graduate,3901,138,3,38,4,0,59,6,0,0,69,Attached,1,3,1,12,242.0,20.166666666666668,0,16242.0,0,0,Wines,0
Graduate,4129,587,51,898,247,0,86,2,0,0,47,Attached,0,2,0,17,1869.0,109.94117647058823,1,37492.5,1,0,Meat,0
Graduate,4135,595,97,291,127,133,121,6,0,0,37,Attached,0,2,0,29,1364.0,47.03448275862069,1,33715.0,1,0,Wines,0
Pre-Grad,3774,43,12,23,29,15,61,4,0,0,59,Attached,1,3,1,8,183.0,22.875,0,15630.333333333334,0,0,Gold,0
Post-Grad,3872,301,7,74,10,0,58,6,0,0,68,Attached,1,3,1,18,450.0,25.0,1,20686.0,1,0,Wines,0
Graduate,3834,180,32,348,76,32,90,2,0,0,45,Attached,1,3,1,21,758.0,36.095238095238095,1,24021.0,1,0,Meat,0
Post-Grad,3672,794,115,243,150,0,205,3,0,0,73,Attached,0,2,0,20,1507.0,75.35,1,39469.5,1,0,Wines,0
Graduate,3904,392,5,91,28,26,112,8,0,1,59,Single,2,3,1,25,654.0,26.16,1,14240.0,1,0,Wines,1
Graduate,3915,39,1,22,3,4,12,7,0,0,52,Attached,2,4,1,9,81.0,9.0,0,8405.5,0,0,Wines,0
Post-Grad,4041,107,2,12,2,2,12,20,0,0,67,Attached,1,3,1,1,137.0,137.0,0,2278.3333333333335,0,0,Wines,0
Graduate,3953,13,0,3,0,0,0,7,0,0,71,Attached,2,4,1,4,16.0,4.0,0,10363.0,0,0,Wines,0
Post-Grad,3776,70,0,17,0,0,6,6,0,0,59,Single,1,2,1,8,93.0,11.625,0,20380.0,0,0,Wines,0
Post-Grad,3627,680,11,392,75,0,0,1,0,0,66,Attached,0,2,0,18,1158.0,64.33333333333333,1,37125.0,1,0,Wines,0
Post-Grad,3666,26,1,11,0,1,4,3,0,0,69,Single,2,3,1,6,43.0,7.166666666666667,0,17041.333333333332,0,0,Wines,0
Graduate,3763,522,0,522,227,120,134,2,0,0,53,Single,1,2,1,22,1525.0,69.31818181818181,1,36129.0,1,0,Wines,0
Post-Grad,3558,412,12,546,78,182,0,1,0,0,50,Single,0,1,0,19,1230.0,64.73684210526316,1,71466.0,1,0,Meat,0
Graduate,3549,6,5,5,8,0,5,4,0,0,48,Attached,2,4,1,6,29.0,4.833333333333333,0,9070.75,0,0,Fish,0
Graduate,3522,2,3,6,4,1,9,7,0,0,54,Single,1,2,1,5,25.0,5.0,0,10293.5,0,0,Gold,0
Graduate,3575,1,3,8,2,5,5,7,0,0,52,Attached,1,3,1,4,24.0,6.0,0,10155.666666666666,0,0,Meat,0
Graduate,3849,6,2,15,6,6,3,8,0,0,52,Attached,1,3,1,5,38.0,7.6,0,10530.0,0,0,Meat,0
Pre-Grad,4081,4,12,5,3,16,17,7,0,0,38,Attached,1,3,1,7,57.0,8.142857142857142,0,6808.333333333333,0,0,Gold,0
Post-Grad,3607,18,2,19,0,2,6,7,0,0,64,Attached,2,4,1,12,47.0,3.9166666666666665,0,4286.0,0,0,Meat,0
Post-Grad,4016,324,48,186,39,18,198,7,0,1,56,Single,1,2,1,24,813.0,33.875,1,21282.0,1,1,Wines,2
Post-Grad,3504,327,9,125,25,4,139,7,0,0,46,Attached,1,3,1,22,629.0,28.59090909090909,1,14594.333333333334,1,1,Wines,1
Graduate,4132,229,27,71,13,3,34,9,0,0,48,Single,1,2,1,17,377.0,22.176470588235293,1,20390.0,0,0,Wines,0
Post-Grad,4003,521,168,706,80,76,61,2,0,0,79,Attached,0,2,0,14,1612.0,115.14285714285714,0,31423.5,1,0,Meat,0
Post-Grad,4072,184,23,446,30,23,23,2,0,1,67,Attached,0,2,0,17,729.0,42.88235294117647,1,41008.5,1,1,Meat,3
Graduate,3818,4,8,11,12,2,13,7,0,0,74,Single,0,1,0,6,50.0,8.333333333333334,0,16813.0,0,1,Gold,1
Graduate,3716,183,2,64,7,2,12,4,0,0,46,Attached,2,4,1,15,270.0,18.0,0,12816.75,0,0,Wines,0
Graduate,3923,31,19,35,26,14,52,3,0,0,63,Single,1,2,1,9,177.0,19.666666666666668,0,23262.0,0,0,Gold,0
Post-Grad,3998,219,3,60,12,9,12,7,0,0,62,Single,0,1,0,13,315.0,24.23076923076923,0,45183.0,0,1,Wines,1
Post-Grad,3474,479,28,136,75,14,35,6,0,0,70,Attached,1,3,1,23,767.0,33.34782608695652,1,23473.666666666668,1,0,Wines,0
Pre-Grad,4087,584,44,212,46,8,177,8,0,0,59,Single,1,2,1,26,1071.0,41.19230769230769,1,30080.5,1,0,Wines,0
Graduate,3957,627,91,597,159,91,15,3,0,0,51,Attached,0,2,0,24,1580.0,65.83333333333333,1,36963.0,1,0,Wines,0
Graduate,3670,24,1,16,12,2,5,8,0,0,56,Attached,1,3,1,10,60.0,6.0,0,6443.0,0,0,Wines,0
Post-Grad,3671,330,5,159,36,27,16,4,0,0,54,Attached,1,3,1,21,573.0,27.285714285714285,1,20624.0,1,0,Wines,0
Graduate,3933,19,1,10,2,1,8,5,0,0,68,Single,2,3,1,5,41.0,8.2,0,15661.333333333334,0,0,Wines,0
Graduate,3999,28,23,29,29,14,47,6,0,0,73,Attached,2,4,1,10,170.0,17.0,0,8709.5,0,0,Gold,0
Post-Grad,3709,606,148,228,15,148,22,2,0,0,80,Single,0,1,0,28,1167.0,41.67857142857143,1,82716.0,1,0,Wines,0
Graduate,3922,1039,43,204,153,58,29,8,0,1,66,Attached,0,2,0,25,1526.0,61.04,1,24096.0,1,1,Wines,2
Post-Grad,3710,411,0,26,0,0,21,7,0,0,48,Attached,2,4,1,21,458.0,21.80952380952381,1,12420.25,1,0,Wines,0
Post-Grad,3571,34,1,19,2,7,0,2,0,0,53,Attached,1,3,1,6,63.0,10.5,0,18950.0,0,0,Wines,0
Graduate,3724,161,28,136,32,3,45,3,0,0,67,Attached,1,3,1,17,405.0,23.823529411764707,1,18422.333333333332,1,0,Wines,0
Graduate,3937,623,53,178,23,17,133,8,0,0,52,Attached,2,4,1,20,1027.0,51.35,1,14916.5,1,1,Wines,1
Graduate,3922,604,26,470,123,161,94,2,0,0,52,Single,1,2,1,22,1478.0,67.18181818181819,1,36252.0,1,0,Wines,0
Graduate,3729,3,10,8,3,16,32,6,0,0,43,Attached,0,2,0,5,72.0,14.4,0,13436.0,0,0,Gold,0
Graduate,3908,12,2,17,6,1,10,8,0,1,52,Single,1,2,1,7,48.0,6.857142857142857,0,10679.5,0,0,Meat,1
Graduate,3502,184,174,256,50,30,32,2,0,0,49,Single,0,1,0,16,726.0,45.375,1,73170.0,1,0,Meat,0
Post-Grad,3983,393,0,239,90,69,69,4,0,0,69,Attached,1,3,1,27,860.0,31.85185185185185,1,17583.333333333332,1,0,Wines,0
Post-Grad,3691,410,73,747,76,161,30,1,0,0,38,Attached,0,2,0,22,1497.0,68.04545454545455,1,45910.0,1,0,Meat,0
Post-Grad,3521,376,9,83,19,4,4,3,0,0,54,Attached,1,3,1,18,495.0,27.5,1,21989.333333333332,1,0,Wines,0
Graduate,3582,7,2,4,2,1,4,6,0,0,48,Attached,2,4,1,4,20.0,5.0,0,7693.0,0,0,Wines,0
Graduate,4055,68,0,226,51,157,68,9,0,0,70,Single,0,1,0,19,570.0,30.0,1,22507.0,1,0,Meat,0
Graduate,3565,642,14,49,0,7,57,5,0,0,52,Attached,1,3,1,21,769.0,36.61904761904762,1,21895.0,1,0,Wines,0
Pre-Grad,3774,8,7,9,13,6,12,8,0,0,46,Attached,1,3,1,7,55.0,7.857142857142857,0,8601.333333333334,0,0,Fish,0
Post-Grad,3893,840,53,804,23,71,17,3,0,1,44,Single,0,1,0,18,1808.0,100.44444444444444,1,76412.0,1,1,Wines,2
Graduate,3798,7,10,13,3,11,11,7,0,0,52,Attached,1,3,1,7,55.0,7.857142857142857,0,7354.333333333333,0,0,Meat,0
Graduate,3487,464,5,64,7,0,37,5,0,1,63,Single,0,1,0,18,577.0,32.05555555555556,1,57091.0,1,1,Wines,1
Graduate,3910,30,3,47,19,21,42,8,0,0,61,Attached,0,2,0,8,162.0,20.25,0,11209.5,0,0,Meat,0
Graduate,3876,1492,38,287,50,57,33,6,0,1,65,Attached,1,3,1,20,1957.0,97.85,1,29257.0,1,1,Wines,3
Pre-Grad,3912,752,122,476,39,153,34,8,0,0,65,Single,1,2,1,24,1576.0,65.66666666666667,1,39176.5,1,0,Wines,0
Graduate,3891,1279,15,287,20,0,15,5,0,0,70,Attached,3,5,1,17,1616.0,95.05882352941177,1,18680.8,1,1,Wines,2
Graduate,4006,22,1,8,2,1,2,8,0,0,62,Single,3,4,1,6,36.0,6.0,0,9464.75,0,0,Wines,0
Post-Grad,3887,860,28,409,73,56,56,4,0,0,66,Single,1,2,1,22,1482.0,67.36363636363636,1,40497.5,1,0,Wines,0
Graduate,3593,3,0,5,13,0,1,6,0,0,40,Attached,1,3,1,5,22.0,4.4,0,5509.666666666667,0,0,Fish,0
Post-Grad,3692,10,5,28,11,1,8,5,0,0,48,Single,2,3,1,6,63.0,10.5,0,18470.666666666668,0,0,Meat,0
Graduate,4130,351,16,156,7,5,145,6,0,0,32,Single,0,1,0,18,680.0,37.77777777777778,1,48789.0,1,0,Wines,0
Post-Grad,3893,421,5,90,0,16,10,5,0,0,57,Attached,2,4,1,20,542.0,27.1,1,14143.75,1,0,Wines,0
Pre-Grad,3743,2,5,7,0,18,18,7,0,0,44,Attached,1,3,1,7,50.0,7.142857142857143,0,8376.666666666666,0,0,Sweet,0
Graduate,3973,25,1,9,2,1,1,8,0,0,57,Attached,2,4,1,6,39.0,6.5,0,8860.25,0,0,Wines,0
Graduate,3930,336,123,274,46,123,141,3,0,0,68,Attached,1,3,1,28,1043.0,37.25,1,23797.0,1,0,Wines,0
Post-Grad,3903,191,9,97,0,6,82,7,0,0,52,Single,1,2,1,14,385.0,27.5,0,24747.0,0,0,Wines,0
Graduate,4117,563,50,774,28,31,187,3,0,0,44,Single,0,1,0,27,1633.0,60.48148148148148,1,81702.0,1,0,Meat,0
Pre-Grad,3835,31,0,6,0,1,8,6,0,0,44,Single,1,2,1,5,46.0,9.2,0,22944.5,0,0,Wines,0
Graduate,3573,479,5,82,7,17,171,5,0,0,47,Single,1,2,1,20,761.0,38.05,1,28314.0,1,1,Wines,1
Graduate,3801,18,6,15,12,8,17,5,0,0,74,Attached,2,4,1,9,76.0,8.444444444444445,0,8506.5,0,0,Wines,0
Graduate,4050,91,65,52,10,44,28,5,0,0,50,Attached,1,3,1,14,290.0,20.714285714285715,0,13349.666666666666,0,0,Wines,0
Graduate,3521,5,7,24,19,14,20,6,0,0,36,Single,1,2,1,11,89.0,8.090909090909092,0,17088.0,0,0,Meat,0
Graduate,4069,2,14,28,16,3,7,9,0,0,43,Attached,1,3,1,11,70.0,6.363636363636363,0,6473.0,0,0,Meat,0
Pre-Grad,3810,362,50,431,134,35,54,1,0,0,64,Attached,0,2,0,17,1066.0,62.705882352941174,1,41252.0,1,0,Meat,0
Graduate,3640,724,74,929,97,55,130,2,0,1,54,Attached,0,2,0,19,2009.0,105.73684210526316,1,40602.5,1,1,Meat,3
Pre-Grad,4111,605,91,399,0,45,205,3,0,0,33,Single,0,1,0,19,1345.0,70.78947368421052,1,61618.0,1,0,Wines,0
Post-Grad,4025,547,7,140,0,7,63,5,0,0,68,Single,1,2,1,23,764.0,33.21739130434783,1,27642.0,1,0,Wines,0
Graduate,3722,104,1,54,13,9,14,5,0,0,61,Single,1,2,1,11,195.0,17.727272727272727,0,24990.0,0,0,Wines,0
Graduate,3888,8,2,15,0,10,18,5,0,0,44,Attached,2,4,1,11,53.0,4.818181818181818,0,3768.0,0,0,Gold,0
Graduate,3854,224,2,25,7,0,110,6,0,0,50,Single,1,2,1,13,368.0,28.307692307692307,0,24583.0,0,0,Wines,0
Post-Grad,3642,384,0,102,21,32,5,4,0,0,70,Attached,1,3,1,20,544.0,27.2,1,21774.666666666668,1,0,Wines,0
Pre-Grad,4073,556,54,845,202,133,63,3,0,0,67,Attached,0,2,0,25,1853.0,74.12,1,41173.5,1,1,Meat,1
Post-Grad,3507,24,0,2,0,0,9,5,0,0,58,Attached,2,4,1,6,35.0,5.833333333333333,0,7710.75,0,1,Wines,1
Post-Grad,3577,408,0,21,0,0,17,8,0,1,50,Attached,1,3,1,18,446.0,24.77777777777778,1,15458.0,1,1,Wines,2
Graduate,3927,265,199,303,234,9,170,7,0,0,45,Single,1,2,1,31,1180.0,38.064516129032256,1,30237.0,1,0,Meat,0
Post-Grad,3590,34,0,7,0,0,0,7,0,0,51,Attached,1,3,1,5,41.0,8.2,0,12858.666666666666,0,0,Wines,0
Graduate,3968,374,64,116,84,25,64,5,0,0,39,Attached,2,4,1,22,727.0,33.04545454545455,1,13839.25,1,0,Wines,0
Graduate,4106,27,2,10,0,0,1,8,0,0,58,Attached,2,4,1,6,40.0,6.666666666666667,0,9439.5,0,0,Wines,0
Pre-Grad,3893,600,20,350,29,30,33,2,0,0,35,Attached,0,2,0,26,1062.0,40.84615384615385,1,42855.0,1,1,Wines,1
Graduate,3627,13,2,18,6,1,0,8,0,0,55,Attached,1,3,1,7,40.0,5.714285714285714,0,7742.666666666667,0,0,Meat,0
Post-Grad,3607,167,2,89,0,0,34,8,0,0,55,Attached,2,4,1,17,292.0,17.176470588235293,1,11150.5,0,0,Wines,0
Graduate,4009,0,2,3,4,1,5,6,0,0,37,Attached,0,2,0,4,15.0,3.75,0,3750.0,0,0,Gold,0
Pre-Grad,4106,46,35,69,84,41,66,7,0,0,35,Attached,1,3,1,17,341.0,20.058823529411764,1,12894.333333333334,0,0,Fish,0
Pre-Grad,3667,88,39,78,58,13,93,7,0,0,49,Single,1,2,1,13,369.0,28.384615384615383,0,24757.0,0,0,Gold,0
Post-Grad,3856,243,11,119,10,3,15,4,0,0,51,Attached,1,3,1,17,401.0,23.58823529411765,1,19302.0,1,0,Wines,0
Post-Grad,3933,275,11,68,25,7,7,5,0,0,58,Single,1,2,1,17,393.0,23.11764705882353,1,21728.0,0,0,Wines,0
Post-Grad,3751,6,0,4,0,0,0,7,0,0,38,Single,2,3,1,4,10.0,2.5,0,6495.0,0,0,Wines,0
Graduate,3892,121,62,90,68,20,125,3,0,0,46,Attached,1,3,1,16,486.0,30.375,1,17724.0,1,0,Gold,0
Graduate,4093,4,12,15,19,7,12,7,0,0,45,Attached,1,3,1,7,69.0,9.857142857142858,0,10181.666666666666,0,0,Fish,0
Post-Grad,3747,1308,0,396,23,0,0,3,0,0,41,Attached,0,2,0,17,1727.0,101.58823529411765,1,35061.5,1,1,Wines,1
Graduate,3647,515,47,267,62,66,38,3,0,0,65,Single,1,2,1,16,995.0,62.1875,1,31225.0,1,1,Wines,1
Graduate,3491,4,0,16,17,4,4,7,0,0,48,Attached,1,3,1,10,45.0,4.5,0,7225.0,0,0,Fish,0
Pre-Grad,3559,48,13,57,24,15,25,7,0,0,43,Single,2,3,1,12,182.0,15.166666666666666,0,14131.666666666666,0,0,Meat,0
Post-Grad,3739,562,58,168,43,16,142,3,0,0,46,Attached,1,3,1,23,989.0,43.0,1,20448.666666666668,1,0,Wines,0
Graduate,3758,769,22,500,210,143,33,2,0,0,71,Attached,0,2,0,18,1677.0,93.16666666666667,1,40406.0,1,1,Wines,2
Post-Grad,3837,379,4,93,12,9,98,6,0,0,53,Single,2,3,1,23,595.0,25.869565217391305,1,14278.333333333334,1,0,Wines,0
Graduate,3973,29,12,59,19,1,36,8,0,0,41,Attached,1,3,1,9,156.0,17.333333333333332,0,13307.333333333334,0,0,Meat,0
Post-Grad,3558,387,68,569,89,45,68,1,0,0,68,Single,0,1,0,28,1226.0,43.785714285714285,1,86424.0,1,0,Meat,0
Pre-Grad,4001,12,23,38,30,18,7,9,0,0,46,Attached,1,3,1,11,128.0,11.636363636363637,0,5705.666666666667,0,0,Meat,0
Graduate,3612,6,10,12,3,15,40,8,0,1,52,Single,1,2,1,9,86.0,9.555555555555555,0,12381.0,0,1,Gold,2
Graduate,4094,27,1,14,4,1,21,8,0,0,49,Attached,1,3,1,7,68.0,9.714285714285714,0,11932.333333333334,0,0,Wines,0
Graduate,3814,9,1,5,0,0,1,5,0,0,49,Single,2,3,1,4,16.0,4.0,0,12209.0,0,0,Wines,0
Pre-Grad,3483,22,0,19,6,5,3,6,0,0,43,Attached,2,4,1,7,55.0,7.857142857142857,0,12777.75,0,0,Wines,0
Post-Grad,4128,899,102,838,133,102,40,2,0,1,52,Single,0,1,0,22,2114.0,96.0909090909091,1,86857.0,1,0,Wines,1
Post-Grad,3835,889,55,685,168,92,129,1,0,0,54,Attached,0,2,0,19,2018.0,106.21052631578948,1,41036.0,1,0,Wines,0
Post-Grad,4053,189,2,55,0,5,12,9,0,0,71,Single,3,4,1,15,263.0,17.533333333333335,0,11557.75,0,0,Wines,0
Graduate,3673,48,0,2,0,0,5,7,0,0,65,Attached,2,4,1,7,55.0,7.857142857142857,0,10560.75,0,0,Wines,0
Graduate,3927,230,14,156,82,24,58,8,0,0,62,Attached,2,4,1,24,564.0,23.5,1,12798.75,1,0,Wines,0
Post-Grad,3668,852,60,207,78,36,48,5,0,0,46,Single,0,1,0,20,1281.0,64.05,1,68092.0,1,0,Wines,0
Graduate,3978,35,3,20,4,1,20,9,0,0,51,Attached,1,3,1,7,83.0,11.857142857142858,0,10604.666666666666,0,1,Wines,1
Post-Grad,4132,205,20,47,23,2,56,5,0,0,59,Single,2,3,1,18,353.0,19.61111111111111,1,17130.0,0,0,Wines,0
Graduate,3639,255,31,446,40,56,175,1,0,0,41,Attached,0,2,0,25,1003.0,40.12,1,38315.0,1,0,Meat,0
Pre-Grad,3533,0,0,1,8,3,2,7,0,0,33,Single,1,2,1,4,14.0,3.5,0,13434.0,0,0,Fish,0
Post-Grad,3986,437,8,206,160,49,42,6,0,1,81,Single,0,1,0,24,902.0,37.583333333333336,1,48948.0,1,1,Wines,2
Post-Grad,4037,825,8,53,11,0,242,6,0,0,52,Single,1,2,1,25,1139.0,45.56,1,27630.0,1,0,Wines,0
Graduate,3799,316,58,161,76,51,135,5,0,1,68,Attached,1,3,1,20,797.0,39.85,1,21363.333333333332,1,0,Wines,1
Graduate,3630,756,138,354,160,169,61,4,0,0,66,Single,1,2,1,25,1638.0,65.52,1,39165.5,1,0,Wines,0
Post-Grad,3795,194,55,134,15,0,3,6,0,0,50,Attached,1,3,1,17,401.0,23.58823529411765,1,12362.333333333334,1,0,Wines,0
Graduate,3723,7,17,18,6,10,26,8,0,0,38,Single,1,2,1,11,84.0,7.636363636363637,0,10923.0,0,0,Gold,0
Graduate,3981,183,33,493,59,103,57,2,0,0,66,Attached,0,2,0,18,928.0,51.55555555555556,1,40660.0,1,0,Meat,0
Graduate,3790,171,0,11,0,1,20,6,0,0,54,Single,1,2,1,11,203.0,18.454545454545453,0,27068.5,0,0,Wines,0
Graduate,3823,243,101,405,29,40,40,2,0,0,57,Attached,0,2,0,16,858.0,53.625,1,33412.5,1,0,Meat,0
Graduate,3680,181,21,69,39,3,96,3,0,0,51,Attached,0,2,0,13,409.0,31.46153846153846,0,28550.0,1,0,Wines,0
Graduate,3935,151,7,89,0,7,28,5,0,0,55,Attached,3,5,1,16,282.0,17.625,1,11783.4,0,0,Wines,0
Graduate,3554,494,92,391,194,11,241,0,0,0,47,Single,0,1,0,18,1423.0,79.05555555555556,1,85072.0,1,0,Wines,0
Graduate,3693,464,28,873,29,18,37,2,0,1,63,Single,0,1,0,18,1449.0,80.5,1,86429.0,1,1,Meat,1
Graduate,3682,5,1,5,10,0,7,7,0,0,53,Single,1,2,1,4,28.0,7.0,0,22842.0,0,0,Fish,0
Graduate,3649,29,0,29,0,5,4,5,0,0,50,Attached,1,3,1,6,67.0,11.166666666666666,0,15963.0,0,0,Wines,0
Post-Grad,3584,102,9,49,24,3,12,4,0,0,38,Attached,0,2,0,10,199.0,19.9,0,22960.5,0,0,Wines,0
Post-Grad,3838,604,28,674,91,28,28,1,0,0,58,Single,0,1,0,22,1453.0,66.04545454545455,1,78420.0,1,0,Meat,0
Graduate,3707,571,12,523,63,60,24,2,0,0,32,Attached,0,2,0,19,1253.0,65.94736842105263,1,37557.0,1,0,Wines,0
Post-Grad,3993,953,0,71,0,0,174,8,0,1,61,Single,1,2,1,31,1198.0,38.645161290322584,1,26139.0,1,0,Wines,1
Post-Grad,3823,63,3,67,8,9,28,7,0,1,52,Attached,1,3,1,10,178.0,17.8,0,11880.333333333334,0,0,Meat,1
Graduate,4046,770,29,890,250,27,24,3,0,1,30,Single,0,1,0,18,1990.0,110.55555555555556,1,95529.0,1,1,Meat,2
Graduate,3887,398,61,265,138,61,53,1,0,0,70,Attached,0,2,0,14,976.0,69.71428571428571,0,31410.0,1,0,Wines,0
Post-Grad,3658,741,19,154,50,9,28,2,0,0,64,Attached,0,2,0,15,1001.0,66.73333333333333,0,36556.5,1,0,Wines,0
Post-Grad,3799,1478,19,403,0,19,0,3,0,1,42,Attached,0,2,0,20,1919.0,95.95,1,42084.5,1,1,Wines,3
Pre-Grad,3697,156,29,56,30,32,47,3,0,0,70,Single,1,2,1,14,350.0,25.0,0,21303.5,0,0,Wines,0
Post-Grad,3880,960,64,464,146,0,16,3,0,0,70,Single,0,1,0,25,1650.0,66.0,1,74637.0,1,1,Wines,0
Post-Grad,3550,38,0,2,0,0,6,7,0,0,69,Attached,2,4,1,5,46.0,9.2,0,11503.75,0,1,Wines,1
Graduate,3911,315,26,473,220,12,182,1,0,0,31,Single,0,1,0,19,1228.0,64.63157894736842,1,72354.0,1,0,Meat,0
Post-Grad,3994,15,20,25,2,7,26,6,0,1,55,Single,1,2,1,7,95.0,13.571428571428571,0,19929.0,0,0,Gold,1
Post-Grad,3529,19,6,20,0,5,12,4,0,0,76,Attached,2,4,1,9,62.0,6.888888888888889,0,8617.25,0,0,Meat,0
Graduate,3515,812,99,431,237,149,33,5,0,0,38,Attached,1,3,1,26,1761.0,67.73076923076923,1,27677.666666666668,1,1,Wines,0
Post-Grad,4140,73,28,217,10,24,115,8,0,0,45,Attached,0,2,0,16,467.0,29.1875,1,12200.5,1,0,Meat,0
Graduate,3612,372,23,384,250,12,108,2,0,0,46,Attached,0,2,0,19,1149.0,60.473684210526315,1,38791.5,1,1,Meat,0
Pre-Grad,3654,871,111,704,145,55,166,2,0,0,42,Single,0,1,0,19,2052.0,108.0,1,74116.0,1,1,Wines,1
